id,activity_id,project_id,name,unit,quantity,unit_price,unit_cost,total_price,total_cost,margin_pct,currency
boq_00257,act_005_12,proj_005,Exterior Weather Shield,liters,60,4242,2969,254520,178140,30.0,INR
boq_00258,act_005_12,proj_005,Primer Coat White,liters,60,1390,973,83400,58380,30.0,INR
boq_00259,act_005_12,proj_005,Putty Filler Wall,kg,40,713,499,28520,19960,30.0,INR
boq_00260,act_005_13,proj_005,Teak Wood Panels Grade A,sqm,30,9139,6397,274170,191910,30.0,INR
boq_00261,act_005_13,proj_005,Pre-hung Door Sets,unit,8,7079,4955,56632,39640,30.0,INR
boq_00262,act_005_13,proj_005,Modular Kitchen Framework,lumpsum,1,22352,15646,22352,15646,30.0,INR
boq_00263,act_005_13,proj_005,Cabinet Hardware Premium Set,set,2,3299,2309,6598,4618,30.0,INR
boq_00264,act_005_14,proj_005,EWC Rimless Toilet Suite,unit,4,7828,5480,31312,21920,30.0,INR
boq_00265,act_005_14,proj_005,Concealed Cistern,unit,4,3940,2758,15760,11032,30.0,INR
boq_00266,act_005_14,proj_005,Basin & Pedestal Set,unit,4,3515,2460,14060,9840,30.0,INR
boq_00267,act_005_14,proj_005,CP Fittings Set (Taps/Showers),set,4,5247,3673,20988,14692,30.0,INR
boq_00268,act_005_15,proj_005,Snagging Rectification Labour,lumpsum,1,5100,3570,5100,3570,30.0,INR
boq_00269,act_005_15,proj_005,As-Built Drawings & O&M Manual,set,1,2829,1980,2829,1980,30.0,INR
boq_00270,act_005_15,proj_005,Defect Liability Retention,lumpsum,1,7920,0,7920,0,100.0,INR
boq_00271,act_006_01,proj_006,Site Survey & Layout,lumpsum,1,3762,2634,3762,2634,30.0,INR
boq_00272,act_006_01,proj_006,Temporary Site Office Setup,lumpsum,1,8104,5673,8104,5673,30.0,INR
boq_00273,act_006_01,proj_006,Safety Hoarding & Signage,lumpsum,1,2141,1498,2141,1498,30.0,INR
boq_00274,act_006_02,proj_006,Demolition Labour & Equipment,lumpsum,1,11400,7980,11400,7980,30.0,INR
boq_00275,act_006_02,proj_006,Debris Removal & Disposal,trip,6,5698,3989,34188,23934,30.0,INR
boq_00276,act_006_02,proj_006,Asbestos Survey & Removal,sqm,30,4120,2884,123600,86520,30.0,INR
boq_00277,act_006_03,proj_006,Reinforced Concrete M30,m3,15,10232,7162,153480,107430,30.0,INR
boq_00278,act_006_03,proj_006,Steel Rebar TMT 12mm,tonne,6,3735,2615,22410,15690,30.0,INR
boq_00279,act_006_03,proj_006,Shuttering Plywood 19mm,sheets,30,2258,1580,67740,47400,30.0,INR
boq_00280,act_006_03,proj_006,Structural Grouting Compound,bags,20,1778,1245,35560,24900,30.0,INR
boq_00281,act_006_04,proj_006,SBR Waterproofing Membrane,sqm,120,4351,3046,522120,365520,30.0,INR
boq_00282,act_006_04,proj_006,Crystalline Waterproofing Slurry,kg,50,3252,2276,162600,113800,30.0,INR
boq_00283,act_006_04,proj_006,Drainage Board & Filter Fabric,sqm,80,1782,1248,142560,99840,30.0,INR
boq_00284,act_006_05,proj_006,CPVC Pipes 1 inch,meters,180,2747,1923,494460,346140,30.0,INR
boq_00285,act_006_05,proj_006,uPVC Soil Pipes 4 inch,meters,60,1562,1093,93720,65580,30.0,INR
boq_00286,act_006_05,proj_006,GI Fittings Set,set,1,1332,933,1332,933,30.0,INR
boq_00287,act_006_05,proj_006,Water Storage Tank 1000L,unit,2,6045,4232,12090,8464,30.0,INR
boq_00288,act_006_06,proj_006,FR Copper Wire 4 sq mm,meters,250,4465,3125,1116250,781250,30.0,INR
boq_00289,act_006_06,proj_006,MCB Distribution Board 18-way,unit,2,5346,3742,10692,7484,30.0,INR
boq_00290,act_006_06,proj_006,PVC Conduit 25mm,meters,150,1076,753,161400,112950,30.0,INR
boq_00291,act_006_06,proj_006,Switches & Sockets (Modular),set,1,3245,2271,3245,2271,30.0,INR
boq_00292,act_006_07,proj_006,Cassette AC Unit 2 Ton,unit,4,13776,9643,55104,38572,30.0,INR
boq_00293,act_006_07,proj_006,Insulated Ducting,meters,40,4662,3263,186480,130520,30.0,INR
boq_00294,act_006_07,proj_006,AHU Return Air Grilles,unit,12,1935,1354,23220,16248,30.0,INR
boq_00295,act_006_07,proj_006,Refrigerant Copper Pipes,meters,60,2709,1896,162540,113760,30.0,INR
boq_00296,act_006_08,proj_006,Self-Leveling Compound,bags,20,3245,2271,64900,45420,30.0,INR
boq_00297,act_006_08,proj_006,Bonding Agent SBR,liters,30,1365,956,40950,28680,30.0,INR
boq_00298,act_006_08,proj_006,DPM Sheet 250 micron,sqm,200,2207,1545,441400,309000,30.0,INR
boq_00299,act_006_09,proj_006,Vitrified Tiles 800x800mm,sqm,200,7839,5487,1567800,1097400,30.0,INR
boq_00300,act_006_09,proj_006,Ceramic Tiles 300x600mm,sqm,80,4435,3105,354800,248400,30.0,INR
boq_00301,act_006_09,proj_006,Tile Adhesive C2 Grade,bags,40,2226,1558,89040,62320,30.0,INR
boq_00302,act_006_09,proj_006,Tile Grout Mapei,bags,15,687,481,10305,7215,30.0,INR
boq_00303,act_006_09,proj_006,Tile Edge Trim SS,meters,60,365,256,21900,15360,29.9,INR
boq_00304,act_006_10,proj_006,Gypsum Plaster 20mm,bags,50,2738,1916,136900,95800,30.0,INR
boq_00305,act_006_10,proj_006,POP Punning Compound,bags,30,1165,815,34950,24450,30.0,INR
boq_00306,act_006_10,proj_006,Wire Mesh Reinforcement,sqm,100,884,618,88400,61800,30.1,INR
boq_00307,act_006_11,proj_006,Gypsum Board 12.5mm,sqm,150,3349,2344,502350,351600,30.0,INR
boq_00308,act_006_11,proj_006,GI Suspension System,sqm,150,2794,1956,419100,293400,30.0,INR
boq_00309,act_006_11,proj_006,Glass Wool Insulation 50mm,sqm,100,1759,1232,175900,123200,30.0,INR
boq_00310,act_006_12,proj_006,Premium Emulsion Paint,liters,120,4013,2809,481560,337080,30.0,INR
boq_00311,act_006_12,proj_006,Exterior Weather Shield,liters,60,4061,2843,243660,170580,30.0,INR
boq_00312,act_006_12,proj_006,Primer Coat White,liters,60,1302,911,78120,54660,30.0,INR
boq_00313,act_006_12,proj_006,Putty Filler Wall,kg,40,733,513,29320,20520,30.0,INR
boq_00314,act_006_13,proj_006,Teak Wood Panels Grade A,sqm,30,9054,6337,271620,190110,30.0,INR
boq_00315,act_006_13,proj_006,Pre-hung Door Sets,unit,8,6399,4479,51192,35832,30.0,INR
boq_00316,act_006_13,proj_006,Modular Kitchen Framework,lumpsum,1,23210,16247,23210,16247,30.0,INR
boq_00317,act_006_13,proj_006,Cabinet Hardware Premium Set,set,2,3450,2415,6900,4830,30.0,INR
boq_00318,act_006_14,proj_006,EWC Rimless Toilet Suite,unit,4,9138,6396,36552,25584,30.0,INR
boq_00319,act_006_14,proj_006,Concealed Cistern,unit,4,4410,3087,17640,12348,30.0,INR
boq_00320,act_006_14,proj_006,Basin & Pedestal Set,unit,4,3747,2623,14988,10492,30.0,INR
boq_00321,act_006_14,proj_006,CP Fittings Set (Taps/Showers),set,4,5863,4104,23452,16416,30.0,INR
boq_00322,act_006_15,proj_006,Snagging Rectification Labour,lumpsum,1,4965,3476,4965,3476,30.0,INR
boq_00323,act_006_15,proj_006,As-Built Drawings & O&M Manual,set,1,3054,2138,3054,2138,30.0,INR
boq_00324,act_006_15,proj_006,Defect Liability Retention,lumpsum,1,7600,0,7600,0,100.0,INR
boq_00325,act_007_01,proj_007,Site Survey & Layout,lumpsum,1,3742,2619,3742,2619,30.0,INR
boq_00326,act_007_01,proj_007,Temporary Site Office Setup,lumpsum,1,7928,5550,7928,5550,30.0,INR
boq_00327,act_007_01,proj_007,Safety Hoarding & Signage,lumpsum,1,2347,1643,2347,1643,30.0,INR
boq_00328,act_007_02,proj_007,Demolition Labour & Equipment,lumpsum,1,11172,7820,11172,7820,30.0,INR
boq_00329,act_007_02,proj_007,Debris Removal & Disposal,trip,6,5929,4150,35574,24900,30.0,INR
boq_00330,act_007_02,proj_007,Asbestos Survey & Removal,sqm,30,3920,2744,117600,82320,30.0,INR
boq_00331,act_007_03,proj_007,Reinforced Concrete M30,m3,15,9186,6431,137790,96465,30.0,INR
boq_00332,act_007_03,proj_007,Steel Rebar TMT 12mm,tonne,6,3747,2623,22482,15738,30.0,INR
boq_00333,act_007_03,proj_007,Shuttering Plywood 19mm,sheets,30,2216,1551,66480,46530,30.0,INR
boq_00334,act_007_03,proj_007,Structural Grouting Compound,bags,20,1870,1309,37400,26180,30.0,INR
boq_00335,act_007_04,proj_007,SBR Waterproofing Membrane,sqm,120,4309,3016,517080,361920,30.0,INR
boq_00336,act_007_04,proj_007,Crystalline Waterproofing Slurry,kg,50,2979,2085,148950,104250,30.0,INR
boq_00337,act_007_04,proj_007,Drainage Board & Filter Fabric,sqm,80,1889,1322,151120,105760,30.0,INR
boq_00338,act_007_05,proj_007,CPVC Pipes 1 inch,meters,180,2652,1856,477360,334080,30.0,INR
boq_00339,act_007_05,proj_007,uPVC Soil Pipes 4 inch,meters,60,1707,1195,102420,71700,30.0,INR
boq_00340,act_007_05,proj_007,GI Fittings Set,set,1,1362,954,1362,954,30.0,INR
boq_00341,act_007_05,proj_007,Water Storage Tank 1000L,unit,2,6253,4377,12506,8754,30.0,INR
boq_00342,act_007_06,proj_007,FR Copper Wire 4 sq mm,meters,250,3969,2778,992250,694500,30.0,INR
boq_00343,act_007_06,proj_007,MCB Distribution Board 18-way,unit,2,5274,3692,10548,7384,30.0,INR
boq_00344,act_007_06,proj_007,PVC Conduit 25mm,meters,150,1100,770,165000,115500,30.0,INR
boq_00345,act_007_06,proj_007,Switches & Sockets (Modular),set,1,3130,2191,3130,2191,30.0,INR
boq_00346,act_007_07,proj_007,Cassette AC Unit 2 Ton,unit,4,13566,9496,54264,37984,30.0,INR
boq_00347,act_007_07,proj_007,Insulated Ducting,meters,40,4702,3292,188080,131680,30.0,INR
boq_00348,act_007_07,proj_007,AHU Return Air Grilles,unit,12,1669,1168,20028,14016,30.0,INR
boq_00349,act_007_07,proj_007,Refrigerant Copper Pipes,meters,60,2506,1754,150360,105240,30.0,INR
boq_00350,act_007_08,proj_007,Self-Leveling Compound,bags,20,2957,2070,59140,41400,30.0,INR
boq_00351,act_007_08,proj_007,Bonding Agent SBR,liters,30,1347,943,40410,28290,30.0,INR
boq_00352,act_007_08,proj_007,DPM Sheet 250 micron,sqm,200,2121,1485,424200,297000,30.0,INR
boq_00353,act_007_09,proj_007,Vitrified Tiles 800x800mm,sqm,200,7340,5138,1468000,1027600,30.0,INR
boq_00354,act_007_09,proj_007,Ceramic Tiles 300x600mm,sqm,80,3931,2752,314480,220160,30.0,INR
boq_00355,act_007_09,proj_007,Tile Adhesive C2 Grade,bags,40,2136,1495,85440,59800,30.0,INR
boq_00356,act_007_09,proj_007,Tile Grout Mapei,bags,15,615,430,9225,6450,30.1,INR
boq_00357,act_007_09,proj_007,Tile Edge Trim SS,meters,60,393,275,23580,16500,30.0,INR
boq_00358,act_007_10,proj_007,Gypsum Plaster 20mm,bags,50,2792,1955,139600,97750,30.0,INR
boq_00359,act_007_10,proj_007,POP Punning Compound,bags,30,1041,728,31230,21840,30.1,INR
boq_00360,act_007_10,proj_007,Wire Mesh Reinforcement,sqm,100,881,616,88100,61600,30.1,INR
boq_00361,act_007_11,proj_007,Gypsum Board 12.5mm,sqm,150,3193,2235,478950,335250,30.0,INR
boq_00362,act_007_11,proj_007,GI Suspension System,sqm,150,2621,1835,393150,275250,30.0,INR
boq_00363,act_007_11,proj_007,Glass Wool Insulation 50mm,sqm,100,1909,1337,190900,133700,30.0,INR
boq_00364,act_007_12,proj_007,Premium Emulsion Paint,liters,120,3709,2596,445080,311520,30.0,INR
boq_00365,act_007_12,proj_007,Exterior Weather Shield,liters,60,4234,2964,254040,177840,30.0,INR
boq_00366,act_007_12,proj_007,Primer Coat White,liters,60,1386,970,83160,58200,30.0,INR
boq_00367,act_007_12,proj_007,Putty Filler Wall,kg,40,762,534,30480,21360,29.9,INR
boq_00368,act_007_13,proj_007,Teak Wood Panels Grade A,sqm,30,9528,6670,285840,200100,30.0,INR
boq_00369,act_007_13,proj_007,Pre-hung Door Sets,unit,8,6984,4889,55872,39112,30.0,INR
boq_00370,act_007_13,proj_007,Modular Kitchen Framework,lumpsum,1,23144,16201,23144,16201,30.0,INR
boq_00371,act_007_13,proj_007,Cabinet Hardware Premium Set,set,2,3456,2419,6912,4838,30.0,INR
boq_00372,act_007_14,proj_007,EWC Rimless Toilet Suite,unit,4,9112,6378,36448,25512,30.0,INR
boq_00373,act_007_14,proj_007,Concealed Cistern,unit,4,4456,3119,17824,12476,30.0,INR
boq_00374,act_007_14,proj_007,Basin & Pedestal Set,unit,4,3754,2628,15016,10512,30.0,INR
boq_00375,act_007_14,proj_007,CP Fittings Set (Taps/Showers),set,4,5159,3611,20636,14444,30.0,INR
boq_00376,act_007_15,proj_007,Snagging Rectification Labour,lumpsum,1,5315,3720,5315,3720,30.0,INR
boq_00377,act_007_15,proj_007,As-Built Drawings & O&M Manual,set,1,3207,2245,3207,2245,30.0,INR
boq_00378,act_007_15,proj_007,Defect Liability Retention,lumpsum,1,7456,0,7456,0,100.0,INR
boq_00379,act_008_01,proj_008,Site Survey & Layout,lumpsum,1,3468,2428,3468,2428,30.0,INR
boq_00380,act_008_01,proj_008,Temporary Site Office Setup,lumpsum,1,8432,5902,8432,5902,30.0,INR
boq_00381,act_008_01,proj_008,Safety Hoarding & Signage,lumpsum,1,2369,1659,2369,1659,30.0,INR
boq_00382,act_008_02,proj_008,Demolition Labour & Equipment,lumpsum,1,11376,7963,11376,7963,30.0,INR
boq_00383,act_008_02,proj_008,Debris Removal & Disposal,trip,6,5836,4085,35016,24510,30.0,INR
boq_00384,act_008_02,proj_008,Asbestos Survey & Removal,sqm,30,3760,2632,112800,78960,30.0,INR
boq_00385,act_008_03,proj_008,Reinforced Concrete M30,m3,15,10032,7022,150480,105330,30.0,INR
boq_00386,act_008_03,proj_008,Steel Rebar TMT 12mm,tonne,6,3659,2562,21954,15372,30.0,INR
boq_00387,act_008_03,proj_008,Shuttering Plywood 19mm,sheets,30,1987,1391,59610,41730,30.0,INR
boq_00388,act_008_03,proj_008,Structural Grouting Compound,bags,20,1778,1245,35560,24900,30.0,INR
boq_00389,act_008_04,proj_008,SBR Waterproofing Membrane,sqm,120,4523,3166,542760,379920,30.0,INR
boq_00390,act_008_04,proj_008,Crystalline Waterproofing Slurry,kg,50,3153,2207,157650,110350,30.0,INR
boq_00391,act_008_04,proj_008,Drainage Board & Filter Fabric,sqm,80,1824,1277,145920,102160,30.0,INR
boq_00392,act_008_05,proj_008,CPVC Pipes 1 inch,meters,180,2666,1866,479880,335880,30.0,INR
boq_00393,act_008_05,proj_008,uPVC Soil Pipes 4 inch,meters,60,1491,1044,89460,62640,30.0,INR
boq_00394,act_008_05,proj_008,GI Fittings Set,set,1,1300,910,1300,910,30.0,INR
boq_00395,act_008_05,proj_008,Water Storage Tank 1000L,unit,2,6662,4664,13324,9328,30.0,INR
boq_00396,act_008_06,proj_008,FR Copper Wire 4 sq mm,meters,250,4418,3093,1104500,773250,30.0,INR
boq_00397,act_008_06,proj_008,MCB Distribution Board 18-way,unit,2,5324,3727,10648,7454,30.0,INR
boq_00398,act_008_06,proj_008,PVC Conduit 25mm,meters,150,1178,825,176700,123750,30.0,INR
boq_00399,act_008_06,proj_008,Switches & Sockets (Modular),set,1,3069,2148,3069,2148,30.0,INR
boq_00400,act_008_07,proj_008,Cassette AC Unit 2 Ton,unit,4,14364,10055,57456,40220,30.0,INR
boq_00401,act_008_07,proj_008,Insulated Ducting,meters,40,4604,3222,184160,128880,30.0,INR
boq_00402,act_008_07,proj_008,AHU Return Air Grilles,unit,12,1777,1244,21324,14928,30.0,INR
boq_00403,act_008_07,proj_008,Refrigerant Copper Pipes,meters,60,2668,1867,160080,112020,30.0,INR
boq_00404,act_008_08,proj_008,Self-Leveling Compound,bags,20,3434,2404,68680,48080,30.0,INR
boq_00405,act_008_08,proj_008,Bonding Agent SBR,liters,30,1344,941,40320,28230,30.0,INR
boq_00406,act_008_08,proj_008,DPM Sheet 250 micron,sqm,200,1976,1383,395200,276600,30.0,INR
boq_00407,act_008_09,proj_008,Vitrified Tiles 800x800mm,sqm,200,7316,5121,1463200,1024200,30.0,INR
boq_00408,act_008_09,proj_008,Ceramic Tiles 300x600mm,sqm,80,3961,2772,316880,221760,30.0,INR
boq_00409,act_008_09,proj_008,Tile Adhesive C2 Grade,bags,40,2145,1502,85800,60080,30.0,INR
boq_00410,act_008_09,proj_008,Tile Grout Mapei,bags,15,697,488,10455,7320,30.0,INR
boq_00411,act_008_09,proj_008,Tile Edge Trim SS,meters,60,352,247,21120,14820,29.8,INR
boq_00412,act_008_10,proj_008,Gypsum Plaster 20mm,bags,50,2634,1844,131700,92200,30.0,INR
boq_00413,act_008_10,proj_008,POP Punning Compound,bags,30,1188,832,35640,24960,30.0,INR
boq_00414,act_008_10,proj_008,Wire Mesh Reinforcement,sqm,100,954,668,95400,66800,30.0,INR
boq_00415,act_008_11,proj_008,Gypsum Board 12.5mm,sqm,150,3499,2449,524850,367350,30.0,INR
boq_00416,act_008_11,proj_008,GI Suspension System,sqm,150,2862,2003,429300,300450,30.0,INR
boq_00417,act_008_11,proj_008,Glass Wool Insulation 50mm,sqm,100,1767,1237,176700,123700,30.0,INR
boq_00418,act_008_12,proj_008,Premium Emulsion Paint,liters,120,3686,2580,442320,309600,30.0,INR
boq_00419,act_008_12,proj_008,Exterior Weather Shield,liters,60,4141,2899,248460,173940,30.0,INR
boq_00420,act_008_12,proj_008,Primer Coat White,liters,60,1386,970,83160,58200,30.0,INR
boq_00421,act_008_12,proj_008,Putty Filler Wall,kg,40,667,467,26680,18680,30.0,INR
boq_00422,act_008_13,proj_008,Teak Wood Panels Grade A,sqm,30,9918,6943,297540,208290,30.0,INR
boq_00423,act_008_13,proj_008,Pre-hung Door Sets,unit,8,6793,4755,54344,38040,30.0,INR
boq_00424,act_008_13,proj_008,Modular Kitchen Framework,lumpsum,1,20856,14599,20856,14599,30.0,INR
boq_00425,act_008_13,proj_008,Cabinet Hardware Premium Set,set,2,3165,2215,6330,4430,30.0,INR
boq_00426,act_008_14,proj_008,EWC Rimless Toilet Suite,unit,4,8390,5873,33560,23492,30.0,INR
boq_00427,act_008_14,proj_008,Concealed Cistern,unit,4,4330,3031,17320,12124,30.0,INR
boq_00428,act_008_14,proj_008,Basin & Pedestal Set,unit,4,3496,2447,13984,9788,30.0,INR
boq_00429,act_008_14,proj_008,CP Fittings Set (Taps/Showers),set,4,5357,3750,21428,15000,30.0,INR
boq_00430,act_008_15,proj_008,Snagging Rectification Labour,lumpsum,1,5270,3689,5270,3689,30.0,INR
boq_00431,act_008_15,proj_008,As-Built Drawings & O&M Manual,set,1,2937,2056,2937,2056,30.0,INR
boq_00432,act_008_15,proj_008,Defect Liability Retention,lumpsum,1,8272,0,8272,0,100.0,INR
boq_00433,act_009_01,proj_009,Site Survey & Layout,lumpsum,1,3227,2259,3227,2259,30.0,INR
boq_00434,act_009_01,proj_009,Temporary Site Office Setup,lumpsum,1,8424,5897,8424,5897,30.0,INR
boq_00435,act_009_01,proj_009,Safety Hoarding & Signage,lumpsum,1,2141,1498,2141,1498,30.0,INR
boq_00436,act_009_02,proj_009,Demolition Labour & Equipment,lumpsum,1,11472,8030,11472,8030,30.0,INR
boq_00437,act_009_02,proj_009,Debris Removal & Disposal,trip,6,5384,3769,32304,22614,30.0,INR
boq_00438,act_009_02,proj_009,Asbestos Survey & Removal,sqm,30,3720,2604,111600,78120,30.0,INR
boq_00439,act_009_03,proj_009,Reinforced Concrete M30,m3,15,9168,6417,137520,96255,30.0,INR
boq_00440,act_009_03,proj_009,Steel Rebar TMT 12mm,tonne,6,3690,2583,22140,15498,30.0,INR
boq_00441,act_009_03,proj_009,Shuttering Plywood 19mm,sheets,30,1999,1399,59970,41970,30.0,INR
boq_00442,act_009_03,proj_009,Structural Grouting Compound,bags,20,1687,1181,33740,23620,30.0,INR
boq_00443,act_009_04,proj_009,SBR Waterproofing Membrane,sqm,120,3961,2772,475320,332640,30.0,INR
boq_00444,act_009_04,proj_009,Crystalline Waterproofing Slurry,kg,50,2973,2081,148650,104050,30.0,INR
boq_00445,act_009_04,proj_009,Drainage Board & Filter Fabric,sqm,80,2027,1419,162160,113520,30.0,INR
boq_00446,act_009_05,proj_009,CPVC Pipes 1 inch,meters,180,2803,1962,504540,353160,30.0,INR
boq_00447,act_009_05,proj_009,uPVC Soil Pipes 4 inch,meters,60,1555,1089,93300,65340,30.0,INR
boq_00448,act_009_05,proj_009,GI Fittings Set,set,1,1404,983,1404,983,30.0,INR
boq_00449,act_009_05,proj_009,Water Storage Tank 1000L,unit,2,6740,4718,13480,9436,30.0,INR
boq_00450,act_009_06,proj_009,FR Copper Wire 4 sq mm,meters,250,4003,2802,1000750,700500,30.0,INR
boq_00451,act_009_06,proj_009,MCB Distribution Board 18-way,unit,2,5318,3723,10636,7446,30.0,INR
boq_00452,act_009_06,proj_009,PVC Conduit 25mm,meters,150,1031,721,154650,108150,30.1,INR
boq_00453,act_009_06,proj_009,Switches & Sockets (Modular),set,1,3322,2325,3322,2325,30.0,INR
boq_00454,act_009_07,proj_009,Cassette AC Unit 2 Ton,unit,4,15050,10535,60200,42140,30.0,INR
boq_00455,act_009_07,proj_009,Insulated Ducting,meters,40,4680,3276,187200,131040,30.0,INR
boq_00456,act_009_07,proj_009,AHU Return Air Grilles,unit,12,1897,1328,22764,15936,30.0,INR
boq_00457,act_009_07,proj_009,Refrigerant Copper Pipes,meters,60,2538,1776,152280,106560,30.0,INR
boq_00458,act_009_08,proj_009,Self-Leveling Compound,bags,20,3312,2318,66240,46360,30.0,INR
boq_00459,act_009_08,proj_009,Bonding Agent SBR,liters,30,1350,945,40500,28350,30.0,INR
boq_00460,act_009_08,proj_009,DPM Sheet 250 micron,sqm,200,2106,1474,421200,294800,30.0,INR
boq_00461,act_009_09,proj_009,Vitrified Tiles 800x800mm,sqm,200,7940,5558,1588000,1111600,30.0,INR
boq_00462,act_009_09,proj_009,Ceramic Tiles 300x600mm,sqm,80,3956,2769,316480,221520,30.0,INR
boq_00463,act_009_09,proj_009,Tile Adhesive C2 Grade,bags,40,2372,1660,94880,66400,30.0,INR
boq_00464,act_009_09,proj_009,Tile Grout Mapei,bags,15,658,460,9870,6900,30.1,INR
boq_00465,act_009_09,proj_009,Tile Edge Trim SS,meters,60,385,269,23100,16140,30.1,INR
boq_00466,act_009_10,proj_009,Gypsum Plaster 20mm,bags,50,2413,1689,120650,84450,30.0,INR
boq_00467,act_009_10,proj_009,POP Punning Compound,bags,30,1081,757,32430,22710,30.0,INR
boq_00468,act_009_10,proj_009,Wire Mesh Reinforcement,sqm,100,908,636,90800,63600,30.0,INR
boq_00469,act_009_11,proj_009,Gypsum Board 12.5mm,sqm,150,3213,2249,481950,337350,30.0,INR
boq_00470,act_009_11,proj_009,GI Suspension System,sqm,150,2951,2066,442650,309900,30.0,INR
boq_00471,act_009_11,proj_009,Glass Wool Insulation 50mm,sqm,100,1828,1279,182800,127900,30.0,INR
boq_00472,act_009_12,proj_009,Premium Emulsion Paint,liters,120,3979,2785,477480,334200,30.0,INR
boq_00473,act_009_12,proj_009,Exterior Weather Shield,liters,60,4376,3063,262560,183780,30.0,INR
boq_00474,act_009_12,proj_009,Primer Coat White,liters,60,1387,971,83220,58260,30.0,INR
boq_00475,act_009_12,proj_009,Putty Filler Wall,kg,40,758,531,30320,21240,29.9,INR
boq_00476,act_009_13,proj_009,Teak Wood Panels Grade A,sqm,30,8892,6224,266760,186720,30.0,INR
boq_00477,act_009_13,proj_009,Pre-hung Door Sets,unit,8,6480,4536,51840,36288,30.0,INR
boq_00478,act_009_13,proj_009,Modular Kitchen Framework,lumpsum,1,23386,16370,23386,16370,30.0,INR
boq_00479,act_009_13,proj_009,Cabinet Hardware Premium Set,set,2,3325,2327,6650,4654,30.0,INR
boq_00480,act_009_14,proj_009,EWC Rimless Toilet Suite,unit,4,8602,6021,34408,24084,30.0,INR
boq_00481,act_009_14,proj_009,Concealed Cistern,unit,4,4469,3128,17876,12512,30.0,INR
boq_00482,act_009_14,proj_009,Basin & Pedestal Set,unit,4,3956,2769,15824,11076,30.0,INR
boq_00483,act_009_14,proj_009,CP Fittings Set (Taps/Showers),set,4,5186,3631,20744,14524,30.0,INR
boq_00484,act_009_15,proj_009,Snagging Rectification Labour,lumpsum,1,5205,3643,5205,3643,30.0,INR
boq_00485,act_009_15,proj_009,As-Built Drawings & O&M Manual,set,1,2976,2083,2976,2083,30.0,INR
boq_00486,act_009_15,proj_009,Defect Liability Retention,lumpsum,1,7464,0,7464,0,100.0,INR
boq_00487,act_010_01,proj_010,Site Survey & Layout,lumpsum,1,3538,2477,3538,2477,30.0,INR
boq_00488,act_010_01,proj_010,Temporary Site Office Setup,lumpsum,1,8016,5611,8016,5611,30.0,INR
boq_00489,act_010_01,proj_010,Safety Hoarding & Signage,lumpsum,1,2101,1471,2101,1471,30.0,INR
boq_00490,act_010_02,proj_010,Demolition Labour & Equipment,lumpsum,1,11988,8392,11988,8392,30.0,INR
boq_00491,act_010_02,proj_010,Debris Removal & Disposal,trip,6,5390,3773,32340,22638,30.0,INR
boq_00492,act_010_02,proj_010,Asbestos Survey & Removal,sqm,30,4244,2971,127320,89130,30.0,INR
boq_00493,act_010_03,proj_010,Reinforced Concrete M30,m3,15,9072,6351,136080,95265,30.0,INR
boq_00494,act_010_03,proj_010,Steel Rebar TMT 12mm,tonne,6,4028,2820,24168,16920,30.0,INR
boq_00495,act_010_03,proj_010,Shuttering Plywood 19mm,sheets,30,2094,1466,62820,43980,30.0,INR
boq_00496,act_010_03,proj_010,Structural Grouting Compound,bags,20,1660,1162,33200,23240,30.0,INR
boq_00497,act_010_04,proj_010,SBR Waterproofing Membrane,sqm,120,4389,3072,526680,368640,30.0,INR
boq_00498,act_010_04,proj_010,Crystalline Waterproofing Slurry,kg,50,3255,2278,162750,113900,30.0,INR
boq_00499,act_010_04,proj_010,Drainage Board & Filter Fabric,sqm,80,2035,1424,162800,113920,30.0,INR
boq_00500,act_010_05,proj_010,CPVC Pipes 1 inch,meters,180,2850,1995,513000,359100,30.0,INR
boq_00501,act_010_05,proj_010,uPVC Soil Pipes 4 inch,meters,60,1522,1065,91320,63900,30.0,INR
boq_00502,act_010_05,proj_010,GI Fittings Set,set,1,1384,969,1384,969,30.0,INR
boq_00503,act_010_05,proj_010,Water Storage Tank 1000L,unit,2,6071,4250,12142,8500,30.0,INR
boq_00504,act_010_06,proj_010,FR Copper Wire 4 sq mm,meters,250,3990,2793,997500,698250,30.0,INR
boq_00505,act_010_06,proj_010,MCB Distribution Board 18-way,unit,2,5896,4127,11792,8254,30.0,INR
boq_00506,act_010_06,proj_010,PVC Conduit 25mm,meters,150,1013,709,151950,106350,30.0,INR
boq_00507,act_010_06,proj_010,Switches & Sockets (Modular),set,1,3299,2309,3299,2309,30.0,INR
boq_00508,act_010_07,proj_010,Cassette AC Unit 2 Ton,unit,4,14378,10065,57512,40260,30.0,INR
boq_00509,act_010_07,proj_010,Insulated Ducting,meters,40,4734,3314,189360,132560,30.0,INR
boq_00510,act_010_07,proj_010,AHU Return Air Grilles,unit,12,1881,1317,22572,15804,30.0,INR
boq_00511,act_010_07,proj_010,Refrigerant Copper Pipes,meters,60,2441,1709,146460,102540,30.0,INR
boq_00512,act_010_08,proj_010,Self-Leveling Compound,bags,20,3120,2184,62400,43680,30.0,INR
boq_00513,act_010_08,proj_010,Bonding Agent SBR,liters,30,1322,925,39660,27750,30.0,INR
