id,activity_id,project_id,date,reported_progress,daily_increment,image_uploaded,weather_event,crew_size,notes,has_issue_logged
upd_000477,act_003_05,proj_003,2022-08-12,57.3,8.08,True,False,15,Good progress — crew at full strength.,False
upd_000478,act_003_05,proj_003,2022-08-13,61.6,4.29,True,False,21,Rework required on small section.,False
upd_000479,act_003_05,proj_003,2022-08-14,66.1,4.47,False,False,6,All tasks on track per daily plan.,False
upd_000480,act_003_05,proj_003,2022-08-15,71.4,5.29,True,False,11,Minor delays due to material delivery.,False
upd_000481,act_003_05,proj_003,2022-08-16,81.5,10.14,True,True,15,Work progressing as planned.,False
upd_000482,act_003_05,proj_003,2022-08-17,86.0,4.48,True,False,19,Rework required on small section.,False
upd_000483,act_003_05,proj_003,2022-08-18,95.7,9.68,True,True,4,Work progressing as planned.,False
upd_000484,act_003_05,proj_003,2022-08-19,98.1,2.36,False,False,4,Client walkthrough conducted.,False
upd_000485,act_003_05,proj_003,2022-08-20,100.0,2.03,False,False,9,Minor delays due to material delivery.,False
upd_000486,act_003_06,proj_003,2022-08-05,5.0,4.99,True,False,20,Inspection checkpoint cleared.,False
upd_000487,act_003_06,proj_003,2022-08-06,10.4,5.45,True,False,15,Overtime shift completed to recover schedule.,False
upd_000488,act_003_06,proj_003,2022-08-07,21.7,11.32,True,False,13,Rework required on small section.,False
upd_000489,act_003_06,proj_003,2022-08-08,26.7,5.02,False,False,5,Minor delays due to material delivery.,False
upd_000490,act_003_06,proj_003,2022-08-09,36.2,9.47,True,False,4,Productivity affected by heat; hydration breaks added.,False
upd_000491,act_003_06,proj_003,2022-08-10,40.1,3.9,True,False,14,Safety toolbox talk held; no incidents.,False
upd_000492,act_003_06,proj_003,2022-08-11,46.0,5.88,False,False,5,Weather caused brief stoppage.,False
upd_000493,act_003_06,proj_003,2022-08-12,47.6,1.56,False,False,19,Inspection checkpoint cleared.,False
upd_000494,act_003_06,proj_003,2022-08-13,58.2,10.55,False,False,21,Safety toolbox talk held; no incidents.,True
upd_000495,act_003_06,proj_003,2022-08-14,61.6,3.39,False,False,4,Weather caused brief stoppage.,False
upd_000496,act_003_06,proj_003,2022-08-15,70.3,8.73,True,False,16,Equipment breakdown caused 2-hour downtime.,False
upd_000497,act_003_06,proj_003,2022-08-16,71.3,0.96,True,False,16,Rework required on small section.,True
upd_000498,act_003_06,proj_003,2022-08-17,78.1,6.77,False,False,8,Night shift deployed to catch up.,False
upd_000499,act_003_06,proj_003,2022-08-18,80.6,2.47,True,False,15,Work progressing as planned.,False
upd_000500,act_003_06,proj_003,2022-08-19,88.1,7.55,True,False,16,Night shift deployed to catch up.,True
upd_000501,act_003_06,proj_003,2022-08-20,97.7,9.65,False,False,18,Material quality check done; passed.,False
upd_000502,act_003_06,proj_003,2022-08-21,100.0,2.34,True,False,9,Rework required on small section.,False
upd_000503,act_003_07,proj_003,2022-08-06,7.5,7.53,False,False,13,Night shift deployed to catch up.,False
upd_000504,act_003_07,proj_003,2022-08-07,14.2,6.67,True,False,16,Productivity affected by heat; hydration breaks added.,False
upd_000505,act_003_07,proj_003,2022-08-08,24.9,10.69,True,False,15,Minor delays due to material delivery.,False
upd_000506,act_003_07,proj_003,2022-08-09,33.6,8.71,True,False,12,Minor delays due to material delivery.,True
upd_000507,act_003_07,proj_003,2022-08-10,44.2,10.58,True,False,21,Client walkthrough conducted.,False
upd_000508,act_003_07,proj_003,2022-08-11,53.9,9.74,True,True,6,Safety toolbox talk held; no incidents.,False
upd_000509,act_003_07,proj_003,2022-08-12,65.5,11.6,True,False,13,Overtime shift completed to recover schedule.,False
upd_000510,act_003_07,proj_003,2022-08-13,74.0,8.46,False,False,11,Safety toolbox talk held; no incidents.,False
upd_000511,act_003_07,proj_003,2022-08-14,80.3,6.29,True,False,12,Inspection checkpoint cleared.,False
upd_000512,act_003_07,proj_003,2022-08-15,91.3,11.02,True,False,12,Overtime shift completed to recover schedule.,False
upd_000513,act_003_07,proj_003,2022-08-16,100.0,8.71,True,False,11,Productivity affected by heat; hydration breaks added.,False
upd_000514,act_003_08,proj_003,2022-08-22,9.3,9.26,True,False,7,Good progress — crew at full strength.,False
upd_000515,act_003_08,proj_003,2022-08-23,17.0,7.71,True,False,16,Night shift deployed to catch up.,False
upd_000516,act_003_08,proj_003,2022-08-24,24.6,7.63,True,False,8,Inspection checkpoint cleared.,False
upd_000517,act_003_08,proj_003,2022-08-25,35.9,11.3,True,False,14,Good progress — crew at full strength.,False
upd_000518,act_003_08,proj_003,2022-08-26,43.6,7.68,True,False,19,Safety toolbox talk held; no incidents.,False
upd_000519,act_003_08,proj_003,2022-08-27,48.1,4.49,True,False,16,Waiting for subcontractor sign-off.,False
upd_000520,act_003_08,proj_003,2022-08-28,55.2,7.06,True,False,21,Good progress — crew at full strength.,True
upd_000521,act_003_08,proj_003,2022-08-29,61.7,6.52,False,False,18,Productivity affected by heat; hydration breaks added.,False
upd_000522,act_003_08,proj_003,2022-08-30,66.6,4.91,False,False,6,All tasks on track per daily plan.,False
upd_000523,act_003_08,proj_003,2022-08-31,76.1,9.51,True,False,8,Rework required on small section.,False
upd_000524,act_003_08,proj_003,2022-09-01,86.5,10.36,True,False,17,Night shift deployed to catch up.,False
upd_000525,act_003_08,proj_003,2022-09-02,100.0,13.56,True,False,22,Overtime shift completed to recover schedule.,False
upd_000526,act_003_09,proj_003,2022-09-03,5.5,5.5,False,False,17,Client walkthrough conducted.,False
upd_000527,act_003_09,proj_003,2022-09-04,8.3,2.76,True,False,21,Safety toolbox talk held; no incidents.,True
upd_000528,act_003_09,proj_003,2022-09-05,14.1,5.76,False,False,15,Good progress — crew at full strength.,False
upd_000529,act_003_09,proj_003,2022-09-06,17.8,3.67,False,True,16,Night shift deployed to catch up.,False
upd_000530,act_003_09,proj_003,2022-09-07,22.7,4.86,True,False,7,Inspection checkpoint cleared.,False
upd_000531,act_003_09,proj_003,2022-09-08,26.3,3.6,True,False,22,Weather caused brief stoppage.,False
upd_000532,act_003_09,proj_003,2022-09-09,27.2,0.9,False,False,22,Productivity affected by heat; hydration breaks added.,False
upd_000533,act_003_09,proj_003,2022-09-10,32.8,5.62,True,False,7,Inspection checkpoint cleared.,False
upd_000534,act_003_09,proj_003,2022-09-11,39.4,6.58,True,False,8,Waiting for subcontractor sign-off.,False
upd_000535,act_003_09,proj_003,2022-09-12,49.7,10.28,True,False,19,Waiting for subcontractor sign-off.,False
upd_000536,act_003_09,proj_003,2022-09-13,57.9,8.19,True,False,14,Minor delays due to material delivery.,False
upd_000537,act_003_09,proj_003,2022-09-14,68.1,10.25,True,False,14,Rework required on small section.,False
upd_000538,act_003_09,proj_003,2022-09-15,69.8,1.65,False,False,11,Client walkthrough conducted.,True
upd_000539,act_003_09,proj_003,2022-09-16,70.3,0.52,True,False,18,Weather caused brief stoppage.,False
upd_000540,act_003_09,proj_003,2022-09-17,72.1,1.85,True,False,17,Overtime shift completed to recover schedule.,False
upd_000541,act_003_09,proj_003,2022-09-18,82.6,10.49,True,False,22,Overtime shift completed to recover schedule.,True
upd_000542,act_003_09,proj_003,2022-09-19,89.6,7.0,True,False,6,Safety toolbox talk held; no incidents.,False
upd_000543,act_003_09,proj_003,2022-09-20,91.5,1.87,True,False,14,Weather caused brief stoppage.,True
upd_000544,act_003_09,proj_003,2022-09-21,91.5,0.0,False,False,20,Rework required on small section.,False
upd_000545,act_003_09,proj_003,2022-09-22,97.0,5.54,True,False,7,Waiting for subcontractor sign-off.,False
upd_000546,act_003_09,proj_003,2022-09-23,97.1,0.07,True,False,13,Equipment breakdown caused 2-hour downtime.,False
upd_000547,act_003_09,proj_003,2022-09-24,100.0,3.05,True,False,7,Weather caused brief stoppage.,False
upd_000548,act_003_10,proj_003,2022-08-22,1.3,1.34,True,False,20,Overtime shift completed to recover schedule.,False
upd_000549,act_003_10,proj_003,2022-08-23,6.4,5.08,True,False,9,Material quality check done; passed.,False
upd_000550,act_003_10,proj_003,2022-08-24,12.4,6.01,True,False,9,Client walkthrough conducted.,False
upd_000551,act_003_10,proj_003,2022-08-25,25.2,12.81,True,False,18,Safety toolbox talk held; no incidents.,False
upd_000552,act_003_10,proj_003,2022-08-26,33.8,8.59,True,False,8,Weather caused brief stoppage.,True
upd_000553,act_003_10,proj_003,2022-08-27,34.9,1.07,True,False,19,Overtime shift completed to recover schedule.,False
upd_000554,act_003_10,proj_003,2022-08-28,38.8,3.86,False,False,19,Good progress — crew at full strength.,False
upd_000555,act_003_10,proj_003,2022-08-29,45.4,6.65,False,True,13,Work progressing as planned.,True
upd_000556,act_003_10,proj_003,2022-08-30,48.6,3.21,True,False,18,Safety toolbox talk held; no incidents.,False
upd_000557,act_003_10,proj_003,2022-08-31,51.2,2.63,True,False,7,Safety toolbox talk held; no incidents.,False
upd_000558,act_003_10,proj_003,2022-09-01,56.3,5.12,False,False,15,Client walkthrough conducted.,True
upd_000559,act_003_10,proj_003,2022-09-02,64.3,8.03,True,True,21,Weather caused brief stoppage.,False
upd_000560,act_003_10,proj_003,2022-09-03,70.4,6.09,False,False,11,Inspection checkpoint cleared.,False
upd_000561,act_003_10,proj_003,2022-09-04,81.2,10.81,True,True,6,Material quality check done; passed.,False
upd_000562,act_003_10,proj_003,2022-09-05,94.3,13.08,False,False,10,Night shift deployed to catch up.,False
upd_000563,act_003_10,proj_003,2022-09-06,99.9,5.62,False,False,17,Good progress — crew at full strength.,False
upd_000564,act_003_11,proj_003,2022-09-07,6.2,6.19,False,False,5,Safety toolbox talk held; no incidents.,False
upd_000565,act_003_11,proj_003,2022-09-08,9.7,3.46,True,False,14,Productivity affected by heat; hydration breaks added.,False
upd_000566,act_003_11,proj_003,2022-09-09,19.3,9.6,False,False,20,Equipment breakdown caused 2-hour downtime.,False
upd_000567,act_003_11,proj_003,2022-09-10,25.5,6.17,False,False,17,Equipment breakdown caused 2-hour downtime.,False
upd_000568,act_003_11,proj_003,2022-09-11,32.3,6.77,True,False,8,Weather caused brief stoppage.,True
upd_000569,act_003_11,proj_003,2022-09-12,38.7,6.38,True,False,16,Material quality check done; passed.,False
upd_000570,act_003_11,proj_003,2022-09-13,49.4,10.67,True,False,16,Material quality check done; passed.,False
upd_000571,act_003_11,proj_003,2022-09-14,53.8,4.35,False,False,16,Client walkthrough conducted.,True
upd_000572,act_003_11,proj_003,2022-09-15,65.9,12.08,False,False,18,Material quality check done; passed.,False
upd_000573,act_003_11,proj_003,2022-09-16,78.4,12.48,False,True,6,Productivity affected by heat; hydration breaks added.,False
upd_000574,act_003_11,proj_003,2022-09-17,87.0,8.55,True,False,6,Night shift deployed to catch up.,False
upd_000575,act_003_11,proj_003,2022-09-18,91.6,4.56,True,False,10,Material quality check done; passed.,False
upd_000576,act_003_11,proj_003,2022-09-19,100.0,8.72,True,False,22,Good progress — crew at full strength.,False
upd_000577,act_003_12,proj_003,2022-09-20,7.4,7.36,True,False,5,Work progressing as planned.,False
upd_000578,act_003_12,proj_003,2022-09-21,14.2,6.81,True,False,7,Equipment breakdown caused 2-hour downtime.,True
upd_000579,act_003_12,proj_003,2022-09-22,25.9,11.69,True,False,17,Weather caused brief stoppage.,False
upd_000580,act_003_12,proj_003,2022-09-23,28.3,2.41,False,False,13,Good progress — crew at full strength.,False
upd_000581,act_003_12,proj_003,2022-09-24,32.6,4.3,True,False,15,Inspection checkpoint cleared.,False
upd_000582,act_003_12,proj_003,2022-09-25,36.1,3.46,True,False,5,Overtime shift completed to recover schedule.,True
upd_000583,act_003_12,proj_003,2022-09-26,42.6,6.48,False,False,17,Rework required on small section.,False
upd_000584,act_003_12,proj_003,2022-09-27,51.4,8.76,True,False,6,Good progress — crew at full strength.,True
upd_000585,act_003_12,proj_003,2022-09-28,63.9,12.5,True,False,4,Productivity affected by heat; hydration breaks added.,False
upd_000586,act_003_12,proj_003,2022-09-29,66.9,2.99,False,False,8,Material quality check done; passed.,False
upd_000587,act_003_12,proj_003,2022-09-30,67.2,0.31,False,False,7,Minor delays due to material delivery.,True
upd_000588,act_003_12,proj_003,2022-10-01,73.2,6.01,True,False,8,Rework required on small section.,False
upd_000589,act_003_12,proj_003,2022-10-02,78.0,4.83,True,False,4,Safety toolbox talk held; no incidents.,False
upd_000590,act_003_12,proj_003,2022-10-03,90.8,12.83,False,False,8,Equipment breakdown caused 2-hour downtime.,False
upd_000591,act_003_12,proj_003,2022-10-04,100.0,9.26,False,False,6,Equipment breakdown caused 2-hour downtime.,False
upd_000592,act_003_13,proj_003,2022-10-06,2.4,2.42,True,False,16,Waiting for subcontractor sign-off.,True
upd_000593,act_003_13,proj_003,2022-10-07,5.9,3.53,True,False,12,Rework required on small section.,False
upd_000594,act_003_13,proj_003,2022-10-08,15.9,9.99,True,False,13,Night shift deployed to catch up.,True
upd_000595,act_003_13,proj_003,2022-10-09,19.5,3.63,False,True,13,Weather caused brief stoppage.,False
upd_000596,act_003_13,proj_003,2022-10-10,26.0,6.48,False,False,13,Rework required on small section.,False
upd_000597,act_003_13,proj_003,2022-10-11,30.7,4.67,False,False,19,Overtime shift completed to recover schedule.,True
upd_000598,act_003_13,proj_003,2022-10-12,32.0,1.26,True,False,20,Equipment breakdown caused 2-hour downtime.,True
upd_000599,act_003_13,proj_003,2022-10-13,35.6,3.59,False,False,8,Overtime shift completed to recover schedule.,False
upd_000600,act_003_13,proj_003,2022-10-14,41.7,6.14,True,False,9,Night shift deployed to catch up.,False
upd_000601,act_003_13,proj_003,2022-10-15,48.7,7.03,True,False,22,Minor delays due to material delivery.,False
upd_000602,act_003_13,proj_003,2022-10-16,53.5,4.83,False,False,16,Client walkthrough conducted.,True
upd_000603,act_003_13,proj_003,2022-10-17,61.7,8.21,False,False,17,Productivity affected by heat; hydration breaks added.,False
upd_000604,act_003_13,proj_003,2022-10-18,68.3,6.57,True,False,8,Inspection checkpoint cleared.,False
upd_000605,act_003_13,proj_003,2022-10-19,73.2,4.86,False,False,8,Client walkthrough conducted.,True
upd_000606,act_003_13,proj_003,2022-10-20,76.4,3.24,False,False,6,Inspection checkpoint cleared.,False
upd_000607,act_003_13,proj_003,2022-10-21,77.4,0.99,False,False,5,Weather caused brief stoppage.,False
upd_000608,act_003_13,proj_003,2022-10-22,80.2,2.83,True,False,5,Inspection checkpoint cleared.,True
upd_000609,act_003_13,proj_003,2022-10-23,89.4,9.25,True,False,4,Productivity affected by heat; hydration breaks added.,False
upd_000610,act_003_13,proj_003,2022-10-24,95.0,5.65,True,True,15,Client walkthrough conducted.,False
upd_000611,act_003_13,proj_003,2022-10-25,99.9,4.85,True,False,15,Good progress — crew at full strength.,False
upd_000612,act_003_14,proj_003,2022-10-26,9.7,9.68,False,False,7,Night shift deployed to catch up.,False
upd_000613,act_003_14,proj_003,2022-10-27,15.9,6.24,True,False,20,Minor delays due to material delivery.,False
upd_000614,act_003_14,proj_003,2022-10-28,24.9,9.04,True,False,19,Material quality check done; passed.,False
upd_000615,act_003_14,proj_003,2022-10-29,38.0,13.05,False,True,9,Waiting for subcontractor sign-off.,False
upd_000616,act_003_14,proj_003,2022-10-30,49.2,11.24,False,False,7,Weather caused brief stoppage.,False
upd_000617,act_003_14,proj_003,2022-10-31,58.5,9.27,False,True,4,Weather caused brief stoppage.,False
upd_000618,act_003_14,proj_003,2022-11-01,69.0,10.52,False,False,9,Equipment breakdown caused 2-hour downtime.,True
upd_000619,act_003_14,proj_003,2022-11-02,76.7,7.68,False,True,17,Weather caused brief stoppage.,False
upd_000620,act_003_14,proj_003,2022-11-03,85.5,8.84,False,False,12,All tasks on track per daily plan.,False
upd_000621,act_003_14,proj_003,2022-11-04,94.1,8.57,True,False,5,Good progress — crew at full strength.,True
upd_000622,act_003_14,proj_003,2022-11-05,100.0,5.87,True,False,16,Minor delays due to material delivery.,False
upd_000623,act_003_15,proj_003,2022-11-06,13.5,13.46,False,False,13,Waiting for subcontractor sign-off.,False
upd_000624,act_003_15,proj_003,2022-11-07,26.2,12.7,True,False,13,Safety toolbox talk held; no incidents.,True
upd_000625,act_003_15,proj_003,2022-11-08,40.1,13.94,True,False,15,Safety toolbox talk held; no incidents.,False
upd_000626,act_003_15,proj_003,2022-11-09,53.2,13.06,False,False,21,Night shift deployed to catch up.,False
upd_000627,act_003_15,proj_003,2022-11-10,60.7,7.45,False,False,4,Weather caused brief stoppage.,False
upd_000628,act_003_15,proj_003,2022-11-11,74.0,13.31,True,False,4,Waiting for subcontractor sign-off.,False
upd_000629,act_003_15,proj_003,2022-11-12,85.7,11.69,False,False,13,Minor delays due to material delivery.,True
upd_000630,act_003_15,proj_003,2022-11-13,100.0,14.39,True,False,5,Good progress — crew at full strength.,False
upd_000631,act_004_01,proj_004,2022-09-03,8.5,8.54,False,False,20,Overtime shift completed to recover schedule.,False
upd_000632,act_004_01,proj_004,2022-09-04,22.9,14.42,False,False,6,Safety toolbox talk held; no incidents.,False
upd_000633,act_004_01,proj_004,2022-09-05,40.8,17.86,False,False,6,Safety toolbox talk held; no incidents.,True
upd_000634,act_004_01,proj_004,2022-09-06,57.0,16.15,False,False,11,Inspection checkpoint cleared.,False
upd_000635,act_004_01,proj_004,2022-09-07,69.3,12.34,False,False,14,Waiting for subcontractor sign-off.,False
upd_000636,act_004_01,proj_004,2022-09-08,79.4,10.15,False,False,8,Night shift deployed to catch up.,False
upd_000637,act_004_01,proj_004,2022-09-09,89.7,10.29,True,False,18,Material quality check done; passed.,False
upd_000638,act_004_01,proj_004,2022-09-10,99.9,10.25,True,False,10,Material quality check done; passed.,False
upd_000639,act_004_02,proj_004,2022-09-13,10.6,10.57,True,False,9,Night shift deployed to catch up.,False
upd_000640,act_004_02,proj_004,2022-09-14,12.2,1.6,True,False,5,Weather caused brief stoppage.,False
upd_000641,act_004_02,proj_004,2022-09-15,20.0,7.83,True,False,11,Waiting for subcontractor sign-off.,False
upd_000642,act_004_02,proj_004,2022-09-16,34.5,14.52,True,True,9,Work progressing as planned.,False
upd_000643,act_004_02,proj_004,2022-09-17,39.5,4.98,True,False,21,Weather caused brief stoppage.,False
upd_000644,act_004_02,proj_004,2022-09-18,46.2,6.68,False,False,7,Work progressing as planned.,True
upd_000645,act_004_02,proj_004,2022-09-19,54.5,8.26,True,False,10,All tasks on track per daily plan.,True
upd_000646,act_004_02,proj_004,2022-09-20,62.4,7.93,False,False,6,Safety toolbox talk held; no incidents.,False
upd_000647,act_004_02,proj_004,2022-09-21,67.5,5.14,True,False,6,Weather caused brief stoppage.,False
upd_000648,act_004_02,proj_004,2022-09-22,75.3,7.8,True,False,14,Minor delays due to material delivery.,False
upd_000649,act_004_02,proj_004,2022-09-23,82.5,7.2,True,False,22,Overtime shift completed to recover schedule.,True
upd_000650,act_004_02,proj_004,2022-09-24,90.0,7.55,True,False,17,Good progress — crew at full strength.,False
upd_000651,act_004_02,proj_004,2022-09-25,93.3,3.26,True,False,18,Equipment breakdown caused 2-hour downtime.,False
upd_000652,act_004_02,proj_004,2022-09-26,100.0,6.67,True,False,13,Material quality check done; passed.,False
upd_000653,act_004_03,proj_004,2022-09-28,5.2,5.23,True,False,12,Overtime shift completed to recover schedule.,False
upd_000654,act_004_03,proj_004,2022-09-29,9.5,4.3,False,False,20,Weather caused brief stoppage.,False
upd_000655,act_004_03,proj_004,2022-09-30,13.9,4.36,False,False,16,Night shift deployed to catch up.,False
upd_000656,act_004_03,proj_004,2022-10-01,21.3,7.44,False,False,15,Equipment breakdown caused 2-hour downtime.,False
upd_000657,act_004_03,proj_004,2022-10-02,30.3,9.04,True,False,4,Waiting for subcontractor sign-off.,False
upd_000658,act_004_03,proj_004,2022-10-03,30.3,0.0,False,True,12,Work progressing as planned.,False
upd_000659,act_004_03,proj_004,2022-10-04,32.6,2.33,True,False,22,Weather caused brief stoppage.,False
upd_000660,act_004_03,proj_004,2022-10-05,40.8,8.21,True,False,12,Client walkthrough conducted.,False
upd_000661,act_004_03,proj_004,2022-10-06,47.4,6.59,True,False,11,Safety toolbox talk held; no incidents.,False
upd_000662,act_004_03,proj_004,2022-10-07,55.0,7.64,True,False,9,Good progress — crew at full strength.,False
upd_000663,act_004_03,proj_004,2022-10-08,59.3,4.26,False,False,15,Equipment breakdown caused 2-hour downtime.,False
upd_000664,act_004_03,proj_004,2022-10-09,61.7,2.43,True,False,22,Safety toolbox talk held; no incidents.,False
upd_000665,act_004_03,proj_004,2022-10-10,65.6,3.89,False,False,19,Client walkthrough conducted.,False
upd_000666,act_004_03,proj_004,2022-10-11,71.5,5.9,True,False,11,Safety toolbox talk held; no incidents.,False
upd_000667,act_004_03,proj_004,2022-10-12,74.9,3.42,True,False,10,Night shift deployed to catch up.,False
upd_000668,act_004_03,proj_004,2022-10-13,79.8,4.93,False,False,14,Work progressing as planned.,False
upd_000669,act_004_03,proj_004,2022-10-14,86.1,6.33,False,False,7,All tasks on track per daily plan.,True
upd_000670,act_004_03,proj_004,2022-10-15,93.1,7.0,True,False,16,Safety toolbox talk held; no incidents.,False
upd_000671,act_004_03,proj_004,2022-10-16,99.8,6.71,True,False,9,Productivity affected by heat; hydration breaks added.,True
upd_000672,act_004_04,proj_004,2022-10-19,12.2,12.19,False,False,14,Good progress — crew at full strength.,False
upd_000673,act_004_04,proj_004,2022-10-20,25.1,12.85,False,False,15,Weather caused brief stoppage.,False
upd_000674,act_004_04,proj_004,2022-10-21,35.1,10.04,True,False,13,Good progress — crew at full strength.,False
upd_000675,act_004_04,proj_004,2022-10-22,50.1,15.0,True,True,22,Overtime shift completed to recover schedule.,False
upd_000676,act_004_04,proj_004,2022-10-23,59.3,9.18,True,False,9,Safety toolbox talk held; no incidents.,False
upd_000677,act_004_04,proj_004,2022-10-24,71.6,12.27,True,False,22,Minor delays due to material delivery.,False
upd_000678,act_004_04,proj_004,2022-10-25,80.8,9.25,False,False,11,Waiting for subcontractor sign-off.,False
upd_000679,act_004_04,proj_004,2022-10-26,89.9,9.12,False,False,6,All tasks on track per daily plan.,False
upd_000680,act_004_04,proj_004,2022-10-27,100.0,10.1,False,False,18,Work progressing as planned.,False
upd_000681,act_004_05,proj_004,2022-10-17,7.2,7.18,True,False,12,Night shift deployed to catch up.,False
upd_000682,act_004_05,proj_004,2022-10-18,11.7,4.55,True,True,17,Good progress — crew at full strength.,True
upd_000683,act_004_05,proj_004,2022-10-19,18.4,6.73,True,False,21,Overtime shift completed to recover schedule.,False
upd_000684,act_004_05,proj_004,2022-10-20,27.0,8.65,False,False,11,Good progress — crew at full strength.,True
upd_000685,act_004_05,proj_004,2022-10-21,31.7,4.7,True,False,4,Waiting for subcontractor sign-off.,False
upd_000686,act_004_05,proj_004,2022-10-22,37.7,6.01,True,False,16,Good progress — crew at full strength.,False
upd_000687,act_004_05,proj_004,2022-10-23,43.1,5.44,False,False,6,Waiting for subcontractor sign-off.,False
upd_000688,act_004_05,proj_004,2022-10-24,54.8,11.65,True,False,4,Overtime shift completed to recover schedule.,False
upd_000689,act_004_05,proj_004,2022-10-25,59.4,4.62,False,False,9,Work progressing as planned.,False
upd_000690,act_004_05,proj_004,2022-10-26,63.5,4.05,True,False,21,Productivity affected by heat; hydration breaks added.,True
upd_000691,act_004_05,proj_004,2022-10-27,67.3,3.81,True,False,13,Weather caused brief stoppage.,False
upd_000692,act_004_05,proj_004,2022-10-28,75.5,8.23,True,False,19,Good progress — crew at full strength.,True
upd_000693,act_004_05,proj_004,2022-10-29,79.7,4.2,True,True,19,Weather caused brief stoppage.,True
upd_000694,act_004_05,proj_004,2022-10-30,84.5,4.77,True,False,6,Material quality check done; passed.,True
upd_000695,act_004_05,proj_004,2022-10-31,91.4,6.95,True,False,19,Equipment breakdown caused 2-hour downtime.,False
upd_000696,act_004_05,proj_004,2022-11-01,99.9,8.45,True,False,9,Waiting for subcontractor sign-off.,False
upd_000697,act_004_06,proj_004,2022-10-19,8.0,7.99,True,False,12,Material quality check done; passed.,False
upd_000698,act_004_06,proj_004,2022-10-20,11.1,3.06,True,False,5,Good progress — crew at full strength.,False
upd_000699,act_004_06,proj_004,2022-10-21,12.7,1.57,True,False,15,Night shift deployed to catch up.,False
upd_000700,act_004_06,proj_004,2022-10-22,21.4,8.65,True,False,21,Work progressing as planned.,False
upd_000701,act_004_06,proj_004,2022-10-23,34.6,13.18,True,False,21,Rework required on small section.,False
upd_000702,act_004_06,proj_004,2022-10-24,39.8,5.22,False,False,19,Inspection checkpoint cleared.,False
upd_000703,act_004_06,proj_004,2022-10-25,46.9,7.07,True,False,20,Safety toolbox talk held; no incidents.,True
upd_000704,act_004_06,proj_004,2022-10-26,57.2,10.31,True,False,8,Minor delays due to material delivery.,False
upd_000705,act_004_06,proj_004,2022-10-27,65.2,8.02,False,False,9,Weather caused brief stoppage.,False
upd_000706,act_004_06,proj_004,2022-10-28,74.9,9.71,True,False,17,Weather caused brief stoppage.,False
upd_000707,act_004_06,proj_004,2022-10-29,84.7,9.79,False,False,12,Waiting for subcontractor sign-off.,False
upd_000708,act_004_06,proj_004,2022-10-30,88.0,3.34,True,False,16,Client walkthrough conducted.,False
upd_000709,act_004_06,proj_004,2022-10-31,88.7,0.71,True,False,18,Equipment breakdown caused 2-hour downtime.,False
upd_000710,act_004_06,proj_004,2022-11-01,95.5,6.75,True,False,20,Night shift deployed to catch up.,False
upd_000711,act_004_06,proj_004,2022-11-02,100.0,4.62,True,False,22,Safety toolbox talk held; no incidents.,False
upd_000712,act_004_07,proj_004,2022-10-20,5.8,5.85,False,False,22,Night shift deployed to catch up.,False
upd_000713,act_004_07,proj_004,2022-10-21,14.6,8.83,True,False,15,Equipment breakdown caused 2-hour downtime.,True
upd_000714,act_004_07,proj_004,2022-10-22,22.4,7.77,True,False,19,Work progressing as planned.,False
upd_000715,act_004_07,proj_004,2022-10-23,31.7,9.28,True,False,16,Work progressing as planned.,False
upd_000716,act_004_07,proj_004,2022-10-24,33.8,2.14,True,False,5,Productivity affected by heat; hydration breaks added.,False
upd_000717,act_004_07,proj_004,2022-10-25,39.6,5.75,True,False,14,All tasks on track per daily plan.,False
upd_000718,act_004_07,proj_004,2022-10-26,49.5,9.89,False,False,7,All tasks on track per daily plan.,False
upd_000719,act_004_07,proj_004,2022-10-27,57.8,8.35,False,False,14,Inspection checkpoint cleared.,False
upd_000720,act_004_07,proj_004,2022-10-28,65.7,7.93,True,False,18,Weather caused brief stoppage.,False
upd_000721,act_004_07,proj_004,2022-10-29,70.5,4.76,True,False,20,All tasks on track per daily plan.,False
upd_000722,act_004_07,proj_004,2022-10-30,83.6,13.12,False,True,6,Inspection checkpoint cleared.,False
upd_000723,act_004_07,proj_004,2022-10-31,94.2,10.61,False,False,20,Equipment breakdown caused 2-hour downtime.,False
upd_000724,act_004_07,proj_004,2022-11-01,99.9,5.72,False,False,10,All tasks on track per daily plan.,False
upd_000725,act_004_08,proj_004,2022-11-02,9.7,9.75,True,True,15,Productivity affected by heat; hydration breaks added.,True
upd_000726,act_004_08,proj_004,2022-11-03,16.9,7.15,True,False,16,Rework required on small section.,False
upd_000727,act_004_08,proj_004,2022-11-04,25.7,8.83,True,False,19,Safety toolbox talk held; no incidents.,False
upd_000728,act_004_08,proj_004,2022-11-05,38.0,12.26,True,False,21,Waiting for subcontractor sign-off.,False
upd_000729,act_004_08,proj_004,2022-11-06,45.4,7.35,True,False,6,Inspection checkpoint cleared.,False
upd_000730,act_004_08,proj_004,2022-11-07,47.7,2.33,False,True,10,All tasks on track per daily plan.,True
upd_000731,act_004_08,proj_004,2022-11-08,55.5,7.78,True,False,17,Client walkthrough conducted.,False
upd_000732,act_004_08,proj_004,2022-11-09,63.5,8.02,False,False,4,Material quality check done; passed.,True
upd_000733,act_004_08,proj_004,2022-11-10,72.1,8.62,True,False,4,Weather caused brief stoppage.,False
